nest_area,nest_count,net_area
91.11000000000,100,2443.44000000000
0.73000000000,1,752.03100000000
5.18000000000,9,168.36100000000
14.65000000000,2,758.16600000000
104.10000000000,40,1150.59000000000
62.08000000000,40,733.90900000000
18.10000000000,27,1440.73000000000
31.58000000000,37,2459.16000000000
100.97000000000,163,2500.00000000000
281.50000000000,310,2500.00000000000
301.41000000000,338,2500.00000000000
259.59000000000,266,2500.00000000000
277.80000000000,441,2500.00000000000
204.97000000000,327,2377.02000000000
27.38000000000,39,578.70500000000
17.95000000000,26,576.38700000000
117.24000000000,132,2271.51000000000
268.79000000000,326,2500.00000000000
418.08000000000,361,2500.00000000000
356.14000000000,210,2500.00000000000
401.32000000000,426,2500.00000000000
416.99000000000,626,2500.00000000000
291.91000000000,421,2432.78000000000
87.85000000000,119,2005.89000000000
12.73000000000,24,990.45400000000
199.90000000000,162,2500.00000000000
163.67000000000,89,2500.00000000000
410.84000000000,148,2500.00000000000
401.45000000000,227,2500.00000000000
283.26000000000,286,2500.00000000000
304.46000000000,235,2500.00000000000
187.74000000000,63,2500.00000000000
21.54000000000,11,1454.81000000000
34.86000000000,36,1897.38000000000
536.56000000000,577,2500.00000000000
355.86000000000,313,2500.00000000000
323.16000000000,341,2500.00000000000
403.67000000000,231,2500.00000000000
229.65000000000,129,2500.00000000000
25.50000000000,44,1274.74000000000
91.61000000000,24,1307.79000000000
217.01000000000,97,1845.49000000000
42.53000000000,13,1189.09000000000
104.88000000000,41,2095.70000000000
170.43000000000,97,2335.11000000000
62.34000000000,42,1937.98000000000
5.92000000000,4,164.90800000000
